team,player,track,score
Eι,Rowlet4Ever,Final Grounds,2
Eι,Rowlet4Ever,Shy Guy Lumber Co.,12
Eι,Rowlet4Ever,GBA Snow Land,3
Eι,Sparkster (bag),Anthill & Apian Apts.,0
Eι,Sparkster (bag),Festival Town,1
Eι,Sparkster (bag),Ice Cream Fortress,0
Eι,Sparkster (bag),SNES Choco Island 2,1
Eι,Sparkster (bag),Skyline Avenue,1
Eι,Sparkster (bag),Ruinated Peach's Castle,1
Eι,Sparkster (bag),Spooky Swamp,0
Eι,Sparkster (bag),Mushroom Peaks,0
Eι,Sparkster (bag),Wario's Climate Cataclysm,1
Eι,Sparkster (bag),Final Grounds,1
Eι,Sparkster (bag),Shy Guy Lumber Co.,1
Eι,Sparkster,GBA Snow Land,2
FIB,Festek,N64 Banshee Boardwalk,12
FIB,Festek,3DS Neo Bowser City,12
FIB,Festek,Sahara Hideout,12
FIB,Festek,DS Tick-Tock Clock,10
FIB,Festek,Sandstone Cliffs,12
FIB,Festek,Siberian Chateau,8
FIB,Festek,Skyline Avenue,12
FIB,Festek,GBA Lakeside Park,6
FIB,Festek,GBA Snow Land,2
FIB,Festek,Thump Bump Forest,10
FIB,Festek,Pianta Shore,15
FIB,Festek,Thwomp Swamp,15
FIB,Cow Jah,N64 Banshee Boardwalk,8
FIB,Cow Jah,3DS Neo Bowser City,15
FIB,Cow Jah,Sahara Hideout,15
FIB,Cow Jah,DS Tick-Tock Clock,3
FIB,Cow Jah,Sandstone Cliffs,4
FIB,Cow Jah,Siberian Chateau,12
FIB,Cow Jah,Skyline Avenue,15
FIB,Cow Jah,GBA Lakeside Park,3
FIB,Cow Jah,GBA Snow Land,15
FIB,Cow Jah,Thump Bump Forest,8
FIB,Cow Jah,Pianta Shore,12
FIB,Cow Jah,Thwomp Swamp,3
FIB,azuki,N64 Banshee Boardwalk,6
FIB,azuki,3DS Neo Bowser City,4
FIB,azuki,Sahara Hideout,10
FIB,azuki,DS Tick-Tock Clock,15
FIB,azuki,Sandstone Cliffs,8
FIB,azuki,Siberian Chateau,4
FIB,azuki,Skyline Avenue,8
FIB,azuki,GBA Lakeside Park,2
FIB,azuki,GBA Snow Land,3
FIB,azuki,Thump Bump Forest,4
FIB,azuki,Pianta Shore,3
FIB,azuki,Thwomp Swamp,12
FIB,Slidair,N64 Banshee Boardwalk,3
FIB,Slidair,3DS Neo Bowser City,10
FIB,Slidair,Sahara Hideout,4
FIB,Slidair,DS Tick-Tock Clock,12
FIB,Slidair,Sandstone Cliffs,2
FIB,Slidair,Siberian Chateau,2
FIB,Slidair,Skyline Avenue,10
FIB,Slidair,GBA Lakeside Park,8
FIB,Slidair,GBA Snow Land,12
FIB,Slidair,Thump Bump Forest,3
FIB,Slidair,Pianta Shore,4
FIB,Slidair,Thwomp Swamp,8
FIB,Jasonwhy (bag),N64 Banshee Boardwalk,1
FIB,Jasonwhy (bag),3DS Neo Bowser City,1
FIB,Jasonwhy (bag),Sahara Hideout,0
FIB,Jasonwhy (bag),DS Tick-Tock Clock,1
FIB,Jasonwhy (bag),Sandstone Cliffs,1
FIB,Jasonwhy (bag),Siberian Chateau,0
FIB,Jasonwhy (bag),Skyline Avenue,1
FIB,Jasonwhy (bag),GBA Lakeside Park,0
FIB,Jasonwhy (bag),GBA Snow Land,1
FIB,Jasonwhy (bag),Thump Bump Forest,1
FIB,Jasonwhy (bag),Pianta Shore,1
FIB,Jasonwhy (bag),Thwomp Swamp,1
fr,squirrel,N64 Banshee Boardwalk,10
fr,squirrel,3DS Neo Bowser City,8
fr,squirrel,Sahara Hideout,8
fr,squirrel,DS Tick-Tock Clock,4
fr,squirrel,Sandstone Cliffs,15
fr,squirrel,Siberian Chateau,15
fr,squirrel,Skyline Avenue,6
fr,squirrel,GBA Lakeside Park,15
fr,squirrel,GBA Snow Land,4
fr,squirrel,Thump Bump Forest,15
fr,squirrel,Pianta Shore,10
fr,squirrel,Thwomp Swamp,4
fr,lord,N64 Banshee Boardwalk,15
fr,lord,3DS Neo Bowser City,3
fr,lord,Sahara Hideout,6
fr,lord,DS Tick-Tock Clock,8
fr,lord,Sandstone Cliffs,3
fr,lord,Siberian Chateau,10
fr,lord,Skyline Avenue,2
fr,lord,GBA Lakeside Park,10
fr,lord,GBA Snow Land,8
fr,lord,Thump Bump Forest,12
fr,lord,Pianta Shore,6
fr,lord,Thwomp Swamp,10
fr,henry,N64 Banshee Boardwalk,4
fr,henry,3DS Neo Bowser City,6
fr,henry,Sahara Hideout,2
fr,henry,DS Tick-Tock Clock,6
fr,henry,Sandstone Cliffs,10
fr,henry,Siberian Chateau,6
fr,henry,Skyline Avenue,4
fr,henry,GBA Lakeside Park,12
fr,henry,GBA Snow Land,10
fr,henry,Thump Bump Forest,2
fr,henry,Pianta Shore,8
fr,henry,Thwomp Swamp,2
fr,Orca,N64 Banshee Boardwalk,2
fr,Orca,3DS Neo Bowser City,2
fr,Orca,Sahara Hideout,3
fr,Orca,DS Tick-Tock Clock,2
fr,Orca,Sandstone Cliffs,6
fr,Orca,Siberian Chateau,3
fr,Orca,Skyline Avenue,3
fr,Orca,GBA Lakeside Park,4
fr,Orca,GBA Snow Land,6
fr,Orca,Thump Bump Forest,6
fr,Orca,Pianta Shore,2
fr,Orca,Thwomp Swamp,6
fr,chatrestriction1 (bag),N64 Banshee Boardwalk,0
fr,chatrestriction1 (bag),3DS Neo Bowser City,0
fr,chatrestriction1 (bag),Sahara Hideout,1
fr,chatrestriction1 (bag),DS Tick-Tock Clock,0
fr,chatrestriction1 (bag),Sandstone Cliffs,0
fr,chatrestriction1 (bag),Siberian Chateau,1
fr,chatrestriction1 (bag),Skyline Avenue,0
fr,chatrestriction1 (bag),GBA Lakeside Park,1
fr,chatrestriction1 (bag),GBA Snow Land,0
fr,chatrestriction1 (bag),Thump Bump Forest,0
fr,chatrestriction1 (bag),Pianta Shore,0
fr,chatrestriction1 (bag),Thwomp Swamp,0
μ's,Flavian,Fort Francis,15
μ's,Flavian,Rush City Run,12
μ's,Flavian,White Garden,15
μ's,Flavian,Cosmic Grove,10
μ's,Flavian,Crystal Dungeon,3
μ's,Flavian,SRB2K Green Hill Zone,4
μ's,Flavian,Mushroom Island,12
μ's,Flavian,Lava Road,6
μ's,Flavian,Siberian Chateau,4
μ's,Flavian,GBA Lakeside Park,10
μ's,Flavian,New Moon Manor,8
μ's,Mooray,Fort Francis,12
μ's,Mooray,Rush City Run,10
μ's,Mooray,White Garden,6
μ's,Mooray,Cosmic Grove,2
μ's,Mooray,Crystal Dungeon,10
μ's,Mooray,SRB2K Green Hill Zone,6
μ's,Mooray,Mushroom Island,8
μ's,Mooray,Lava Road,8
μ's,Mooray,Siberian Chateau,3
μ's,Mooray,GBA Lakeside Park,15
μ's,Mooray,New Moon Manor,12
μ's,Dermo,Fort Francis,6
μ's,Dermo,Rush City Run,4
μ's,Dermo,White Garden,12
μ's,Dermo,Cosmic Grove,8
μ's,Dermo,Crystal Dungeon,8
μ's,Dermo,SRB2K Green Hill Zone,2
μ's,Dermo,Mushroom Island,4
μ's,Dermo,Lava Road,10
μ's,Dermo,Siberian Chateau,2
μ's,Dermo,GBA Lakeside Park,12
μ's,Dermo,New Moon Manor,10
μ's,Loen,Fort Francis,8
μ's,Loen,Rush City Run,8
μ's,Loen,White Garden,8
μ's,Loen,Cosmic Grove,3
μ's,Loen,Crystal Dungeon,15
μ's,Loen,SRB2K Green Hill Zone,15
μ's,Loen,Mushroom Island,2
μ's,Loen,Lava Road,2
μ's,Loen,Siberian Chateau,8
μ's,Loen,GBA Lakeside Park,2
μ's,Loen,New Moon Manor,2
μ's,Loocas (bag),Fort Francis,0
μ's,Loocas (bag),Rush City Run,1
μ's,Loocas (bag),White Garden,0
μ's,Loocas (bag),Cosmic Grove,0
μ's,Loocas (bag),Crystal Dungeon,0
μ's,Loocas (bag),SRB2K Green Hill Zone,1
μ's,Loocas (bag),Mushroom Island,0
μ's,Loocas (bag),Lava Road,0
μ's,Loocas (bag),Siberian Chateau,0
μ's,Loocas (bag),GBA Lakeside Park,0
μ's,Loocas (bag),New Moon Manor,0
SLAY,Dots,Fort Francis,10
SLAY,Dots,Rush City Run,6
SLAY,Dots,White Garden,10
SLAY,Dots,Cosmic Grove,15
SLAY,Dots,Crystal Dungeon,12
SLAY,Dots,SRB2K Green Hill Zone,3
SLAY,Dots,Mushroom Island,10
SLAY,Dots,Lava Road,15
SLAY,Dots,Siberian Chateau,12
SLAY,Dots,GBA Lakeside Park,8
SLAY,Dots,New Moon Manor,3
SLAY,lsuth,Fort Francis,3
SLAY,lsuth,Rush City Run,2
SLAY,lsuth,White Garden,4
SLAY,lsuth,Cosmic Grove,4
SLAY,lsuth,Crystal Dungeon,6
SLAY,lsuth,SRB2K Green Hill Zone,8
SLAY,lsuth,Mushroom Island,15
SLAY,lsuth,Lava Road,12
SLAY,lsuth,Siberian Chateau,15
SLAY,lsuth,GBA Lakeside Park,3
SLAY,lsuth,New Moon Manor,6
SLAY,Mystique,Fort Francis,4
SLAY,Mystique,Rush City Run,15
SLAY,Mystique,White Garden,3
SLAY,Mystique,Cosmic Grove,6
SLAY,Mystique,Crystal Dungeon,4
SLAY,Mystique,SRB2K Green Hill Zone,12
SLAY,Mystique,Mushroom Island,3
SLAY,Mystique,Lava Road,3
SLAY,Mystique,Siberian Chateau,10
SLAY,Mystique,GBA Lakeside Park,6
SLAY,Mystique,New Moon Manor,4
SLAY,Keagan,Fort Francis,2
SLAY,Keagan,Rush City Run,3
SLAY,Keagan,White Garden,2
SLAY,Keagan,Cosmic Grove,12
SLAY,Keagan,Crystal Dungeon,2
SLAY,Keagan,SRB2K Green Hill Zone,10
SLAY,Keagan,Mushroom Island,6
SLAY,Keagan,Lava Road,4
SLAY,Keagan,Siberian Chateau,6
SLAY,Keagan,GBA Lakeside Park,4
SLAY,Keagan,New Moon Manor,15
SLAY,Astro (bag),Fort Francis,1
SLAY,Astro (bag),Rush City Run,0
SLAY,Astro (bag),White Garden,1
SLAY,Astro (bag),Cosmic Grove,1
SLAY,Astro (bag),Crystal Dungeon,1
SLAY,Astro (bag),SRB2K Green Hill Zone,0
SLAY,Astro (bag),Mushroom Island,1
SLAY,Astro (bag),Lava Road,1
SLAY,Astro (bag),Siberian Chateau,1
SLAY,Astro (bag),GBA Lakeside Park,1
SLAY,Astro (bag),New Moon Manor,1
SN,JakeUS,Castle of Time,15
SN,JakeUS,GBA Snow Land,6
SN,JakeUS,Wario's Climate Cataclysm,4
SN,JakeUS,DS Bowser Castle,15
SN,JakeUS,Strobenz Desert Illusion,4
SN,JakeUS,Desert Fort,15
SN,JakeUS,Siberian Chateau,12
SN,JakeUS,Lost Fortress,8
SN,JakeUS,Big Nature City,12
SN,JakeUS,Sandy Clocktower,15
SN,JakeUS,Underground Sky,15
SN,JakeUS,Cruel Angel's Thesis,6
SN,Vrock02,Castle of Time,12
SN,Vrock02,GBA Snow Land,12
SN,Vrock02,Wario's Climate Cataclysm,12
SN,Vrock02,DS Bowser Castle,10
SN,Vrock02,Strobenz Desert Illusion,10
SN,Vrock02,Desert Fort,10
SN,Vrock02,Siberian Chateau,6
SN,Vrock02,Lost Fortress,4
SN,Vrock02,Big Nature City,15
SN,Vrock02,Sandy Clocktower,3
SN,Vrock02,Underground Sky,8
SN,Vrock02,Cruel Angel's Thesis,10
SN,Bowser498,Castle of Time,10
SN,Bowser498,GBA Snow Land,3
SN,Bowser498,Wario's Climate Cataclysm,2
SN,Bowser498,DS Bowser Castle,12
SN,Bowser498,Strobenz Desert Illusion,6
SN,Bowser498,Desert Fort,3
SN,Bowser498,Siberian Chateau,10
SN,Bowser498,Lost Fortress,12
SN,Bowser498,Big Nature City,8
SN,Bowser498,Sandy Clocktower,12
SN,Bowser498,Underground Sky,12
SN,Bowser498,Cruel Angel's Thesis,12
SN,FolF,Castle of Time,6
SN,FolF,GBA Snow Land,2
SN,FolF,Wario's Climate Cataclysm,10
SN,FolF,DS Bowser Castle,3
SN,FolF,Strobenz Desert Illusion,2
SN,FolF,Desert Fort,2
SN,FolF,Siberian Chateau,2
SN,FolF,Lost Fortress,15
SN,FolF,Big Nature City,10
SN,FolF,Sandy Clocktower,10
SN,FolF,Underground Sky,10
SN,FolF,Cruel Angel's Thesis,3
SN,Silver (bag),Castle of Time,1
SN,Silver (bag),GBA Snow Land,1
SN,Silver (bag),Wario's Climate Cataclysm,1
SN,Silver (bag),DS Bowser Castle,0
SN,Silver (bag),Strobenz Desert Illusion,1
SN,Silver (bag),Desert Fort,0
SN,Silver (bag),Siberian Chateau,1
SN,Silver (bag),Lost Fortress,1
SN,Silver (bag),Big Nature City,1
SN,Silver (bag),Sandy Clocktower,1
SN,Silver (bag),Underground Sky,1
SN,Silver (bag),Cruel Angel's Thesis,0
[80],TigerClamory,Castle of Time,8
[80],TigerClamory,GBA Snow Land,15
[80],TigerClamory,Wario's Climate Cataclysm,3
[80],TigerClamory,DS Bowser Castle,6
[80],TigerClamory,Strobenz Desert Illusion,3
[80],TigerClamory,Desert Fort,12
[80],TigerClamory,Siberian Chateau,15
[80],TigerClamory,Lost Fortress,3
[80],TigerClamory,Big Nature City,6
[80],TigerClamory,Sandy Clocktower,6
[80],TigerClamory,Underground Sky,4
[80],TigerClamory,Cruel Angel's Thesis,15
[80],GAMT Eric,Castle of Time,3
[80],GAMT Eric,GBA Snow Land,8
[80],GAMT Eric,Wario's Climate Cataclysm,15
[80],GAMT Eric,DS Bowser Castle,8
[80],GAMT Eric,Strobenz Desert Illusion,8
[80],GAMT Eric,Desert Fort,6
[80],GAMT Eric,Siberian Chateau,8
[80],GAMT Eric,Lost Fortress,10
[80],GAMT Eric,Big Nature City,2
[80],GAMT Eric,Sandy Clocktower,4
[80],GAMT Eric,Underground Sky,2
[80],GAMT Eric,Cruel Angel's Thesis,4
[80],Froy,Castle of Time,4
[80],Froy,GBA Snow Land,4
[80],Froy,Wario's Climate Cataclysm,8
[80],Froy,DS Bowser Castle,2
[80],Froy,Strobenz Desert Illusion,12
[80],Froy,Desert Fort,4
[80],Froy,Siberian Chateau,3
[80],Froy,Lost Fortress,6
[80],Froy,Big Nature City,3
[80],Froy,Sandy Clocktower,8
[80],Froy,Underground Sky,3
[80],Froy,Cruel Angel's Thesis,8
[80],GalDen,Castle of Time,2
[80],GalDen,GBA Snow Land,10
[80],GalDen,Wario's Climate Cataclysm,6
[80],GalDen,DS Bowser Castle,4
[80],GalDen,Strobenz Desert Illusion,15
[80],GalDen,Desert Fort,8
[80],GalDen,Siberian Chateau,4
[80],GalDen,Lost Fortress,2
[80],GalDen,Big Nature City,4
[80],GalDen,Sandy Clocktower,2
[80],GalDen,Underground Sky,6
[80],GalDen,Cruel Angel's Thesis,2
[80],Masako (bag),Castle of Time,0
[80],Masako (bag),GBA Snow Land,0
[80],Masako (bag),Wario's Climate Cataclysm,0
[80],Masako (bag),DS Bowser Castle,1
[80],Masako (bag),Strobenz Desert Illusion,0
[80],Masako (bag),Desert Fort,1
[80],Masako (bag),Siberian Chateau,0
[80],Masako (bag),Lost Fortress,0
[80],Masako (bag),Big Nature City,0
[80],Masako (bag),Sandy Clocktower,0
[80],Masako (bag),Underground Sky,0
[80],Masako (bag),Cruel Angel's Thesis,1
Eι,CC,Delfino Island,3
Eι,CC,DS Tick-Tock Clock,8
Eι,CC,DS Bowser Castle,15
Eι,CC,Sandy Clocktower,15
Eι,CC,Skyline Avenue,12
Eι,CC,Autumn Leavesway,10
Eι,CC,Lost Fortress,15
Eι,CC,Rush City Run,8
Eι,CC,Windy Whirl,15
Eι,CC,GBA Snow Land,15
Eι,CC,GBA Lakeside Park,10
Eι,CC,3DS Neo Bowser City,4
Eι,EmiddlenameG,Delfino Island,8
Eι,EmiddlenameG,DS Tick-Tock Clock,3
Eι,EmiddlenameG,DS Bowser Castle,12
Eι,EmiddlenameG,Sandy Clocktower,6
Eι,EmiddlenameG,Skyline Avenue,15
Eι,EmiddlenameG,Autumn Leavesway,15
Eι,EmiddlenameG,Lost Fortress,12
Eι,EmiddlenameG,Rush City Run,12
Eι,EmiddlenameG,Windy Whirl,8
Eι,EmiddlenameG,GBA Snow Land,3
Eι,EmiddlenameG,GBA Lakeside Park,4
Eι,EmiddlenameG,3DS Neo Bowser City,8
Eι,Striker,Delfino Island,4
Eι,Striker,DS Tick-Tock Clock,2
Eι,Striker,DS Bowser Castle,4
Eι,Striker,Sandy Clocktower,12
Eι,Striker,Skyline Avenue,10
Eι,Striker,Autumn Leavesway,6
Eι,Striker,Lost Fortress,2
Eι,Striker,Rush City Run,3
Eι,Striker,Windy Whirl,6
Eι,Striker,GBA Snow Land,12
Eι,Striker,GBA Lakeside Park,8
Eι,Striker,3DS Neo Bowser City,12
Eι,Rowlet4Ever,Delfino Island,6
Eι,Rowlet4Ever,DS Tick-Tock Clock,4
Eι,Rowlet4Ever,DS Bowser Castle,2
Eι,Rowlet4Ever,Sandy Clocktower,4
Eι,Rowlet4Ever,Skyline Avenue,4
Eι,Rowlet4Ever,Autumn Leavesway,3
Eι,Rowlet4Ever,Lost Fortress,6
Eι,Rowlet4Ever,Rush City Run,4
Eι,Rowlet4Ever,Windy Whirl,4
Eι,Rowlet4Ever,GBA Snow Land,4
Eι,Rowlet4Ever,GBA Lakeside Park,3
Eι,Rowlet4Ever,3DS Neo Bowser City,2
Eι,Sparkster (bag),Delfino Island,0
Eι,Sparkster (bag),DS Tick-Tock Clock,0
Eι,Sparkster (bag),DS Bowser Castle,1
Eι,Sparkster (bag),Sandy Clocktower,0
Eι,Sparkster (bag),Skyline Avenue,0
Eι,Sparkster (bag),Autumn Leavesway,1
Eι,Sparkster (bag),Lost Fortress,0
Eι,Sparkster (bag),Rush City Run,1
Eι,Sparkster (bag),Windy Whirl,1
Eι,Sparkster (bag),GBA Snow Land,1
Eι,Sparkster (bag),GBA Lakeside Park,1
Eι,Sparkster (bag),3DS Neo Bowser City,1
FIB,Cow Jah,Delfino Island,10
FIB,Cow Jah,DS Tick-Tock Clock,15
FIB,Cow Jah,DS Bowser Castle,8
FIB,Cow Jah,Sandy Clocktower,2
FIB,Cow Jah,Skyline Avenue,8
FIB,Cow Jah,Autumn Leavesway,12
FIB,Cow Jah,Lost Fortress,10
FIB,Cow Jah,Rush City Run,15
FIB,Cow Jah,Windy Whirl,10
FIB,Cow Jah,GBA Snow Land,10
FIB,Cow Jah,GBA Lakeside Park,15
FIB,Cow Jah,3DS Neo Bowser City,10
FIB,Festek,Delfino Island,12
FIB,Festek,DS Tick-Tock Clock,10
FIB,Festek,DS Bowser Castle,10
FIB,Festek,Sandy Clocktower,3
FIB,Festek,Skyline Avenue,6
FIB,Festek,Autumn Leavesway,4
FIB,Festek,Lost Fortress,3
FIB,Festek,Rush City Run,10
FIB,Festek,Windy Whirl,12
FIB,Festek,GBA Snow Land,2
FIB,Festek,GBA Lakeside Park,12
FIB,Festek,3DS Neo Bowser City,15
FIB,azuki,Delfino Island,15
FIB,azuki,DS Tick-Tock Clock,6
FIB,azuki,DS Bowser Castle,6
FIB,azuki,Sandy Clocktower,8
FIB,azuki,Skyline Avenue,3
FIB,azuki,Autumn Leavesway,8
FIB,azuki,Lost Fortress,4
FIB,azuki,Rush City Run,6
FIB,azuki,Windy Whirl,3
FIB,azuki,GBA Snow Land,8
FIB,azuki,GBA Lakeside Park,2
FIB,azuki (bag),3DS Neo Bowser City,0
FIB,Slidair,Delfino Island,2
FIB,Slidair,DS Tick-Tock Clock,12
FIB,Slidair,DS Bowser Castle,3
FIB,Slidair,Sandy Clocktower,10
FIB,Slidair,Skyline Avenue,2
FIB,Slidair,Autumn Leavesway,2
FIB,Slidair,Lost Fortress,8
FIB,Slidair,Rush City Run,2
FIB,Slidair,Windy Whirl,2
FIB,Slidair,GBA Snow Land,6
FIB,Slidair,GBA Lakeside Park,6
FIB,Slidair,3DS Neo Bowser City,3
FIB,Javier (bag),Delfino Island,1
FIB,Javier (bag),DS Tick-Tock Clock,1
FIB,Javier (bag),DS Bowser Castle,0
FIB,Javier (bag),Sandy Clocktower,1
FIB,Javier (bag),Skyline Avenue,1
FIB,Javier (bag),Autumn Leavesway,0
FIB,Javier (bag),Lost Fortress,1
FIB,Javier (bag),Rush City Run,0
FIB,Javier (bag),Windy Whirl,0
FIB,Javier (bag),GBA Snow Land,0
FIB,Javier (bag),GBA Lakeside Park,0
FIB,Javier,3DS Neo Bowser City,6
μ's,Flavian,Yoshi Lagoon,10
μ's,Flavian,N64 Banshee Boardwalk,3
μ's,Flavian,Spike Desert,8
μ's,Flavian,Crystal Dungeon,6
μ's,Flavian,GBA Lakeside Park,3
μ's,Flavian,GBA Bowser Castle 2,10
μ's,Flavian,Mushroom Island,12
μ's,Flavian,Autumn Leavesway,15
μ's,Flavian,Final Grounds,10
μ's,Flavian,Lava Road,10
μ's,Flavian,Castle of Darkness,12
μ's,Flavian,Wiimmfi Wonder World,12
μ's,Loen,Yoshi Lagoon,3
μ's,Loen,N64 Banshee Boardwalk,15
μ's,Loen,Spike Desert,10
μ's,Loen,Crystal Dungeon,4
μ's,Loen,GBA Lakeside Park,4
μ's,Loen,GBA Bowser Castle 2,3
μ's,Loen,Mushroom Island,8
μ's,Loen,Autumn Leavesway,10
μ's,Loen,Final Grounds,8
μ's,Loen,Lava Road,8
μ's,Loen,Castle of Darkness,6
μ's,Loen,Wiimmfi Wonder World,15
μ's,Dermo,Yoshi Lagoon,15
μ's,Dermo,N64 Banshee Boardwalk,12
μ's,Dermo,Spike Desert,12
μ's,Dermo,Crystal Dungeon,8
μ's,Dermo,GBA Lakeside Park,6
μ's,Dermo,GBA Bowser Castle 2,4
μ's,Dermo,Mushroom Island,2
μ's,Dermo,Autumn Leavesway,2
μ's,Dermo,Final Grounds,6
μ's,Dermo,Lava Road,6
μ's,Dermo,Castle of Darkness,10
μ's,Dermo,Wiimmfi Wonder World,4
μ's,Mooray,Yoshi Lagoon,12
μ's,Mooray,N64 Banshee Boardwalk,10
μ's,Mooray,Spike Desert,6
μ's,Mooray,Crystal Dungeon,10
μ's,Mooray,GBA Lakeside Park,8
μ's,Mooray,GBA Bowser Castle 2,8
μ's,Mooray,Mushroom Island,3
μ's,Mooray,Autumn Leavesway,3
μ's,Mooray,Final Grounds,12
μ's,Mooray,Lava Road,2
μ's,Mooray,Castle of Darkness,3
μ's,Mooray,Wiimmfi Wonder World,8
μ's,Loocas (bag),Yoshi Lagoon,1
μ's,Loocas (bag),N64 Banshee Boardwalk,0
μ's,Loocas (bag),Spike Desert,0
μ's,Loocas (bag),Crystal Dungeon,1
μ's,Loocas (bag),GBA Lakeside Park,0
μ's,Loocas (bag),GBA Bowser Castle 2,0
μ's,Loocas (bag),Mushroom Island,1
μ's,Loocas (bag),Autumn Leavesway,0
μ's,Loocas (bag),Final Grounds,1
μ's,Loocas (bag),Lava Road,1
μ's,Loocas (bag),Castle of Darkness,0
μ's,Loocas (bag),Wiimmfi Wonder World,1
CPFG,Lochie,Yoshi Lagoon,4
CPFG,Lochie,N64 Banshee Boardwalk,8
CPFG,Lochie,Spike Desert,15
CPFG,Lochie,Crystal Dungeon,12
CPFG,Lochie,GBA Lakeside Park,12
CPFG,Lochie,GBA Bowser Castle 2,12
CPFG,Lochie,Mushroom Island,15
CPFG,Lochie,Autumn Leavesway,12
CPFG,Lochie,Final Grounds,15
CPFG,Lochie,Lava Road,12
CPFG,Lochie,Castle of Darkness,8
CPFG,Lochie,Wiimmfi Wonder World,10
CPFG,Star,Yoshi Lagoon,8
CPFG,Star,N64 Banshee Boardwalk,2
CPFG,Star,Spike Desert,3
CPFG,Star,Crystal Dungeon,15
CPFG,Star,GBA Lakeside Park,10
CPFG,Star,GBA Bowser Castle 2,15
CPFG,Star,Mushroom Island,4
CPFG,Star,Autumn Leavesway,8
CPFG,Star,Final Grounds,3
CPFG,Star,Lava Road,15
CPFG,Star,Castle of Darkness,4
CPFG,Star,Wiimmfi Wonder World,3
CPFG,draggy,Yoshi Lagoon,6
CPFG,draggy,N64 Banshee Boardwalk,6
CPFG,draggy,Spike Desert,4
CPFG,draggy,Crystal Dungeon,2
CPFG,draggy,GBA Lakeside Park,15
CPFG,draggy,GBA Bowser Castle 2,6
CPFG,draggy,Mushroom Island,6
CPFG,draggy,Autumn Leavesway,6
CPFG,draggy,Final Grounds,4
CPFG,draggy,Lava Road,3
CPFG,draggy,Castle of Darkness,2
CPFG,draggy,Wiimmfi Wonder World,2
CPFG,Leb,Yoshi Lagoon,2
CPFG,Leb,N64 Banshee Boardwalk,4
CPFG,Leb,Spike Desert,2
CPFG,Leb,Crystal Dungeon,3
CPFG,Leb,GBA Lakeside Park,2
CPFG,Leb,GBA Bowser Castle 2,2
CPFG,Leb,Mushroom Island,10
CPFG,Leb,Autumn Leavesway,4
CPFG,Leb,Final Grounds,2
CPFG,Leb,Lava Road,4
CPFG,Leb,Castle of Darkness,15
CPFG,Leb,Wiimmfi Wonder World,6
CPFG,dr (bag),Yoshi Lagoon,0
CPFG,dr (bag),N64 Banshee Boardwalk,1
CPFG,dr (bag),Spike Desert,1
CPFG,dr (bag),Crystal Dungeon,0
CPFG,dr (bag),GBA Lakeside Park,1
CPFG,dr (bag),GBA Bowser Castle 2,1
CPFG,dr (bag),Mushroom Island,0
CPFG,dr (bag),Autumn Leavesway,1
CPFG,dr (bag),Final Grounds,0
CPFG,dr (bag),Lava Road,0
CPFG,dr (bag),Castle of Darkness,1
CPFG,dr (bag),Wiimmfi Wonder World,0
SLAY,lsuth,Christmas Court,10
SLAY,lsuth,Frantic Funyard,12
SLAY,lsuth,Pipe Underworld,6
SLAY,lsuth,Thump Bump Forest,6
SLAY,lsuth,GBA Bowser Castle 4,10
SLAY,lsuth,Castle of Time,2
SLAY,lsuth,Dark Matter Shrine,15
SLAY,lsuth,Desert Fort,12
SLAY,lsuth,Strobenz Desert Illusion,4
SLAY,lsuth,SNES Bowser Castle 3,2
SLAY,lsuth,White Garden,6
SLAY,lsuth,Cosmic Grove,15
SLAY,Keagan,Christmas Court,2
SLAY,Keagan,Frantic Funyard,6
SLAY,Keagan,Pipe Underworld,12
SLAY,Keagan,Thump Bump Forest,4
SLAY,Keagan,GBA Bowser Castle 4,3
SLAY,Keagan,Castle of Time,12
SLAY,Keagan,Dark Matter Shrine,6
SLAY,Keagan,Desert Fort,8
SLAY,Keagan,Strobenz Desert Illusion,15
SLAY,Keagan,SNES Bowser Castle 3,12
SLAY,Keagan,White Garden,8
SLAY,Keagan,Cosmic Grove,10
SLAY,Mystique,Christmas Court,3
SLAY,Mystique,Frantic Funyard,4
SLAY,Mystique,Pipe Underworld,10
SLAY,Mystique,Thump Bump Forest,8
SLAY,Mystique,GBA Bowser Castle 4,2
SLAY,Mystique,Castle of Time,8
SLAY,Mystique,Dark Matter Shrine,4
SLAY,Mystique,Desert Fort,6
SLAY,Mystique,Strobenz Desert Illusion,12
SLAY,Mystique,SNES Bowser Castle 3,15
SLAY,Mystique,White Garden,3
SLAY,Mystique,Cosmic Grove,12
SLAY,Dots,Christmas Court,4
SLAY,Dots,Frantic Funyard,15
SLAY,Dots,Pipe Underworld,8
SLAY,Dots,Thump Bump Forest,10
SLAY,Dots,GBA Bowser Castle 4,15
SLAY,Dots,Castle of Time,4
SLAY,Dots,Dark Matter Shrine,12
SLAY,Dots,Desert Fort,2
SLAY,Dots,Strobenz Desert Illusion,6
SLAY,Dots,SNES Bowser Castle 3,4
SLAY,Dots,White Garden,2
SLAY,Dots,Cosmic Grove,3
SLAY,Astro (bag),Christmas Court,1
SLAY,Astro (bag),Frantic Funyard,0
SLAY,Astro (bag),Pipe Underworld,1
SLAY,Astro (bag),Thump Bump Forest,0
SLAY,Astro (bag),GBA Bowser Castle 4,0
