team,player,track,score
6c,brody,Bowser Jr.'s Fort,12
6c,brody,Medieval Castlegrounds,4
6c,brody,Big Nature City,2
6c,brody,Fort Francis,2
6c,brody,Color Wonderland,15
6c,brody,Marble Towers,15
6c,brody,Big Express City,3
6c,brody,Flying Kingdom,15
6c,brody,Strobenz Desert Illusion,12
6c,brody,Infernal Pipeyard,8
6c,brody,GBA Bowser Castle 4,6
6c,brody,3DS Daisy Hills,12
6c,zilla,Bowser Jr.'s Fort,8
6c,zilla,Medieval Castlegrounds,8
6c,zilla,Big Nature City,6
6c,zilla,Fort Francis,3
6c,zilla,Color Wonderland,4
6c,zilla,Marble Towers,8
6c,zilla,Big Express City,15
6c,zilla,Flying Kingdom,8
6c,zilla,Strobenz Desert Illusion,15
6c,zilla,Infernal Pipeyard,12
6c,zilla,GBA Bowser Castle 4,15
6c,zilla,3DS Daisy Hills,3
6c,Ivan,Bowser Jr.'s Fort,2
6c,Ivan,Medieval Castlegrounds,15
6c,Ivan,Big Nature City,10
6c,Ivan,Fort Francis,8
6c,Ivan,Color Wonderland,3
6c,Ivan,Marble Towers,10
6c,Ivan,Big Express City,4
6c,Ivan,Flying Kingdom,10
6c,Ivan,Strobenz Desert Illusion,8
6c,Ivan,Infernal Pipeyard,3
6c,Ivan,GBA Bowser Castle 4,2
6c,Ivan,3DS Daisy Hills,6
6c,Stubbz,Bowser Jr.'s Fort,10
6c,Stubbz,Medieval Castlegrounds,10
6c,Stubbz,Big Nature City,8
6c,Stubbz,Fort Francis,4
6c,Stubbz,Color Wonderland,6
6c,Stubbz,Marble Towers,6
6c,Stubbz,Big Express City,8
6c,Stubbz,Flying Kingdom,3
6c,Stubbz,Strobenz Desert Illusion,6
6c,Stubbz,Infernal Pipeyard,6
6c,Stubbz,GBA Bowser Castle 4,3
6c,Stubbz,3DS Daisy Hills,8
6c,Jonny (bag),Bowser Jr.'s Fort,1
6c,Jonny (bag),Medieval Castlegrounds,1
6c,Jonny (bag),Big Nature City,0
6c,Jonny (bag),Fort Francis,1
6c,Jonny (bag),Color Wonderland,1
6c,Jonny (bag),Marble Towers,0
6c,Jonny (bag),Big Express City,0
6c,Jonny (bag),Flying Kingdom,0
6c,Jonny (bag),Strobenz Desert Illusion,0
6c,Jonny (bag),Infernal Pipeyard,0
6c,Jonny (bag),GBA Bowser Castle 4,1
6c,Jonny (bag),3DS Daisy Hills,0
Albatross,volumes,Bowser Jr.'s Fort,15
Albatross,volumes,Medieval Castlegrounds,12
Albatross,volumes,Big Nature City,12
Albatross,volumes,Fort Francis,6
Albatross,volumes,Color Wonderland,8
Albatross,volumes,Marble Towers,4
Albatross,volumes,Big Express City,12
Albatross,volumes,Flying Kingdom,12
Albatross,volumes,Strobenz Desert Illusion,3
Albatross,volumes,Infernal Pipeyard,2
Albatross,volumes,GBA Bowser Castle 4,10
Albatross,volumes,3DS Daisy Hills,10
Albatross,m1,Bowser Jr.'s Fort,6
Albatross,m1,Medieval Castlegrounds,6
Albatross,m1,Big Nature City,15
Albatross,m1,Fort Francis,15
Albatross,m1,Color Wonderland,10
Albatross,m1,Marble Towers,3
Albatross,m1,Big Express City,6
Albatross,m1,Flying Kingdom,2
Albatross,m1,Strobenz Desert Illusion,4
Albatross,m1,Infernal Pipeyard,15
Albatross,m1,GBA Bowser Castle 4,8
Albatross,m1,3DS Daisy Hills,15
Albatross,dr,Bowser Jr.'s Fort,3
Albatross,dr,Medieval Castlegrounds,2
Albatross,dr,Big Nature City,3
Albatross,dr,Fort Francis,10
Albatross,dr,Color Wonderland,2
Albatross,dr,Marble Towers,12
Albatross,dr,Big Express City,10
Albatross,dr,Flying Kingdom,4
Albatross,dr,Strobenz Desert Illusion,10
Albatross,dr,Infernal Pipeyard,10
Albatross,dr,GBA Bowser Castle 4,12
Albatross,dr,3DS Daisy Hills,2
Albatross,fan,Bowser Jr.'s Fort,4
Albatross,fan,Medieval Castlegrounds,3
Albatross,fan,Big Nature City,4
Albatross,fan,Fort Francis,12
Albatross,fan,Color Wonderland,12
Albatross,fan,Marble Towers,2
Albatross,fan,Big Express City,2
Albatross,fan,Flying Kingdom,6
Albatross,fan,Strobenz Desert Illusion,2
Albatross,fan,Infernal Pipeyard,4
Albatross,fan,GBA Bowser Castle 4,4
Albatross,fan,3DS Daisy Hills,4
Albatross,ETH4N (bag),Bowser Jr.'s Fort,0
Albatross,ETH4N (bag),Medieval Castlegrounds,0
Albatross,ETH4N (bag),Big Nature City,1
Albatross,ETH4N (bag),Fort Francis,0
Albatross,ETH4N (bag),Color Wonderland,0
Albatross,ETH4N (bag),Marble Towers,1
Albatross,ETH4N (bag),Big Express City,1
Albatross,ETH4N (bag),Flying Kingdom,1
Albatross,ETH4N (bag),Strobenz Desert Illusion,1
Albatross,ETH4N (bag),Infernal Pipeyard,1
Albatross,ETH4N (bag),GBA Bowser Castle 4,0
Albatross,ETH4N (bag),3DS Daisy Hills,1
Omega,Indy,Banished Keep,15
Omega,Indy,Starry Cityscape,6
Omega,Indy,Hell Pyramid,15
Omega,Indy,Rainbow Road: Solar Edition,10
Omega,Indy,3DS Bowser's Castle,15
Omega,Indy,Skyline Avenue,15
Omega,Indy,Lava Lake,10
Omega,Indy,Final Grounds,2
Omega,Indy,Strobenz Desert Illusion,12
Omega,Indy,The Rabbit Hole,6
Omega,Indy,DS Wario Stadium,15
Omega,Indy,3DS Rosalina's Ice World,15
Omega,Boshi,Banished Keep,8
Omega,Boshi,Starry Cityscape,15
Omega,Boshi,Hell Pyramid,6
Omega,Boshi,Rainbow Road: Solar Edition,15
Omega,Boshi,3DS Bowser's Castle,12
Omega,Boshi,Skyline Avenue,2
Omega,Boshi,Lava Lake,12
Omega,Boshi,Final Grounds,10
Omega,Boshi,Strobenz Desert Illusion,4
Omega,Boshi,The Rabbit Hole,8
Omega,Boshi,DS Wario Stadium,8
Omega,Boshi,3DS Rosalina's Ice World,6
Omega,Ice,Banished Keep,2
Omega,Ice,Starry Cityscape,4
Omega,Ice,Hell Pyramid,12
Omega,Ice,Rainbow Road: Solar Edition,8
Omega,Ice,3DS Bowser's Castle,10
Omega,Ice,Skyline Avenue,3
Omega,Ice,Lava Lake,3
Omega,Ice,Final Grounds,12
Omega,Ice,Strobenz Desert Illusion,6
Omega,Ice,The Rabbit Hole,3
Omega,Ice,DS Wario Stadium,6
Omega,Ice,3DS Rosalina's Ice World,8
Omega,scrimshaw,Banished Keep,6
Omega,scrimshaw,Starry Cityscape,2
Omega,scrimshaw,Hell Pyramid,4
Omega,scrimshaw,Rainbow Road: Solar Edition,6
Omega,scrimshaw,3DS Bowser's Castle,6
Omega,scrimshaw,Skyline Avenue,12
Omega,scrimshaw,Lava Lake,6
Omega,scrimshaw,Final Grounds,8
Omega,scrimshaw,Strobenz Desert Illusion,3
Omega,scrimshaw,The Rabbit Hole,4
Omega,scrimshaw,DS Wario Stadium,2
Omega,scrimshaw,3DS Rosalina's Ice World,4
Omega,Hintz (bag),Banished Keep,0
Omega,Hintz (bag),Starry Cityscape,1
Omega,Hintz (bag),Hell Pyramid,1
Omega,Hintz (bag),Rainbow Road: Solar Edition,1
Omega,Hintz (bag),3DS Bowser's Castle,0
Omega,Hintz (bag),Skyline Avenue,1
Omega,Hintz (bag),Lava Lake,1
Omega,Hintz (bag),Final Grounds,1
Omega,Hintz (bag),Strobenz Desert Illusion,0
Omega,Hintz (bag),The Rabbit Hole,1
Omega,Hintz (bag),DS Wario Stadium,1
Omega,Hintz (bag),3DS Rosalina's Ice World,0
Flag,callum,Banished Keep,10
Flag,callum,Starry Cityscape,8
Flag,callum,Hell Pyramid,10
Flag,callum,Rainbow Road: Solar Edition,4
Flag,callum,3DS Bowser's Castle,4
Flag,callum,Skyline Avenue,4
Flag,callum,Lava Lake,4
Flag,callum,Final Grounds,15
Flag,callum,Strobenz Desert Illusion,10
Flag,callum,The Rabbit Hole,15
Flag,callum,DS Wario Stadium,12
Flag,callum,3DS Rosalina's Ice World,2
Flag,End,Banished Keep,3
Flag,End,Starry Cityscape,12
Flag,End,Hell Pyramid,3
Flag,End,Rainbow Road: Solar Edition,12
Flag,End,3DS Bowser's Castle,3
Flag,End,Skyline Avenue,6
Flag,End,Lava Lake,2
Flag,End,Final Grounds,4
Flag,End,Strobenz Desert Illusion,15
Flag,End,The Rabbit Hole,12
Flag,End,DS Wario Stadium,10
Flag,End,3DS Rosalina's Ice World,12
Flag,Lawrence,Banished Keep,12
Flag,Lawrence,Starry Cityscape,10
Flag,Lawrence,Hell Pyramid,2
Flag,Lawrence,Rainbow Road: Solar Edition,2
Flag,Lawrence,3DS Bowser's Castle,2
Flag,Lawrence,Skyline Avenue,8
Flag,Lawrence,Lava Lake,8
Flag,Lawrence,Final Grounds,6
Flag,Lawrence,Strobenz Desert Illusion,8
Flag,Lawrence,The Rabbit Hole,10
Flag,Lawrence,DS Wario Stadium,4
Flag,Lawrence,3DS Rosalina's Ice World,3
Flag,Canton,Banished Keep,4
Flag,Canton,Starry Cityscape,3
Flag,Canton,Hell Pyramid,8
Flag,Canton,Rainbow Road: Solar Edition,3
Flag,Canton,3DS Bowser's Castle,8
Flag,Canton,Skyline Avenue,10
Flag,Canton,Lava Lake,15
Flag,Canton,Final Grounds,3
Flag,Canton,Strobenz Desert Illusion,2
Flag,Canton,The Rabbit Hole,2
Flag,Canton,DS Wario Stadium,3
Flag,Canton,3DS Rosalina's Ice World,10
Flag,Masako (bag),Banished Keep,1
Flag,Masako (bag),Starry Cityscape,0
Flag,Masako (bag),Hell Pyramid,0
Flag,Masako (bag),Rainbow Road: Solar Edition,0
Flag,Masako (bag),3DS Bowser's Castle,1
Flag,Masako (bag),Skyline Avenue,0
Flag,Masako (bag),Lava Lake,0
Flag,Masako (bag),Final Grounds,0
Flag,Masako (bag),Strobenz Desert Illusion,1
Flag,Masako (bag),The Rabbit Hole,0
Flag,Masako (bag),DS Wario Stadium,0
Flag,Masako (bag),3DS Rosalina's Ice World,1
Mi,abell,Banished Keep,15
Mi,abell,Pipe Underworld,10
Mi,abell,Skyline Avenue,12
Mi,abell,Starry Cityscape,12
Mi,abell,Haunted Gardens,12
Mi,abell,Bluster Blob Bluff,12
Mi,abell,Halogen Highway,3
Mi,abell,Aqua Dungeon,6
Mi,abell,Castle of Time,6
Mi,abell,Color Wonderland,10
Mi,abell,Frantic Funyard,10
Mi,abell,GBA Bowser Castle 2,10
Mi,Tectrox,Banished Keep,3
Mi,Tectrox,Pipe Underworld,8
Mi,Tectrox,Skyline Avenue,8
Mi,Tectrox,Starry Cityscape,2
Mi,Tectrox,Haunted Gardens,3
Mi,Tectrox,Bluster Blob Bluff,15
Mi,Tectrox,Halogen Highway,10
Mi,Tectrox,Aqua Dungeon,15
Mi,Tectrox,Castle of Time,15
Mi,Tectrox,Color Wonderland,12
Mi,Tectrox,Frantic Funyard,4
Mi,Tectrox,GBA Bowser Castle 2,15
Mi,winter,Banished Keep,8
Mi,winter,Pipe Underworld,6
Mi,winter,Skyline Avenue,4
Mi,winter,Starry Cityscape,15
Mi,winter,Haunted Gardens,6
Mi,winter,Bluster Blob Bluff,10
Mi,winter,Halogen Highway,8
Mi,winter,Aqua Dungeon,8
Mi,winter,Castle of Time,3
Mi,winter,Color Wonderland,3
Mi,winter,Frantic Funyard,3
Mi,winter,GBA Bowser Castle 2,12
Mi,Jack,Banished Keep,6
Mi,Jack,Pipe Underworld,12
Mi,Jack,Skyline Avenue,2
Mi,Jack,Starry Cityscape,10
Mi,Jack,Haunted Gardens,4
Mi,Jack,Bluster Blob Bluff,6
Mi,Jack,Halogen Highway,12
Mi,Jack,Aqua Dungeon,2
Mi,Jack,Castle of Time,8
Mi,Jack,Color Wonderland,2
Mi,Jack,Frantic Funyard,8
Mi,Jack,GBA Bowser Castle 2,6
Mi,miiwii (bag),Banished Keep,1
Mi,miiwii (bag),Pipe Underworld,0
Mi,miiwii (bag),Skyline Avenue,0
Mi,miiwii (bag),Starry Cityscape,0
Mi,miiwii (bag),Haunted Gardens,1
Mi,miiwii (bag),Bluster Blob Bluff,1
Mi,miiwii (bag),Halogen Highway,1
Mi,miiwii (bag),Aqua Dungeon,1
Mi,miiwii (bag),Castle of Time,1
Mi,miiwii (bag),Color Wonderland,1
Mi,miiwii (bag),Frantic Funyard,1
Mi,miiwii (bag),GBA Bowser Castle 2,1
TMNG,Mossan,Banished Keep,10
TMNG,Mossan,Pipe Underworld,4
TMNG,Mossan,Skyline Avenue,15
TMNG,Mossan,Starry Cityscape,6
TMNG,Mossan,Haunted Gardens,10
TMNG,Mossan,Bluster Blob Bluff,4
TMNG,Mossan,Halogen Highway,15
TMNG,Mossan,Aqua Dungeon,12
TMNG,Mossan,Castle of Time,12
TMNG,Mossan,Color Wonderland,8
TMNG,Mossan,Frantic Funyard,12
TMNG,Mossan,GBA Bowser Castle 2,8
TMNG,Marron,Banished Keep,12
TMNG,Marron,Pipe Underworld,15
TMNG,Marron,Skyline Avenue,6
TMNG,Marron,Starry Cityscape,8
TMNG,Marron,Haunted Gardens,8
TMNG,Marron,Bluster Blob Bluff,2
TMNG,Marron,Halogen Highway,6
TMNG,Marron,Aqua Dungeon,3
TMNG,Marron,Castle of Time,10
TMNG,Marron,Color Wonderland,6
TMNG,Marron,Frantic Funyard,15
TMNG,Marron,GBA Bowser Castle 2,4
TMNG,Charonplop,Banished Keep,4
TMNG,Charonplop,Pipe Underworld,3
TMNG,Charonplop,Skyline Avenue,3
TMNG,Charonplop,Starry Cityscape,4
TMNG,Charonplop,Haunted Gardens,15
TMNG,Charonplop,Bluster Blob Bluff,8
TMNG,Charonplop,Halogen Highway,4
TMNG,Charonplop,Aqua Dungeon,4
TMNG,Charonplop,Castle of Time,2
TMNG,Charonplop,Color Wonderland,15
TMNG,Charonplop,Frantic Funyard,6
TMNG,Charonplop,GBA Bowser Castle 2,3
TMNG,Atyn,Banished Keep,2
TMNG,Atyn,Pipe Underworld,2
TMNG,Atyn,Skyline Avenue,10
TMNG,Atyn,Starry Cityscape,3
TMNG,Atyn,Haunted Gardens,2
TMNG,Atyn,Bluster Blob Bluff,3
TMNG,Atyn,Halogen Highway,2
TMNG,Atyn,Aqua Dungeon,10
TMNG,Atyn,Castle of Time,4
TMNG,Atyn,Color Wonderland,4
TMNG,Atyn,Frantic Funyard,2
TMNG,Atyn,GBA Bowser Castle 2,2
TMNG,Momiji,Banished Keep,3
TMNG,Momiji (bag),Pipe Underworld,0
TMNG,Momiji (bag),Skyline Avenue,0
TMNG,Momiji (bag),Starry Cityscape,0
TMNG,Momiji,Haunted Gardens,3
TMNG,Momiji (bag),Bluster Blob Bluff,0
TMNG,Momiji (bag),Halogen Highway,0
TMNG,Momiji (bag),Aqua Dungeon,0
TMNG,Momiji (bag),Castle of Time,0
TMNG,Momiji (bag),Color Wonderland,0
TMNG,Momiji (bag),Frantic Funyard,0
TMNG,Momiji (bag),GBA Bowser Castle 2,0
BBB,Ford,Mushroom Peaks,6
BBB,Ford,Kinoko Cave,10
BBB,Ford,Glimmer Express Trains,8
BBB,Ford,Lava Lake,15
BBB,Ford,GBA Ribbon Road,15
BBB,Ford,The Great Apple War,12
BBB,Ford,Sandstone Cliffs,3
BBB,Ford,Hell Pyramid,8
BBB,Ford,Canyon Run,3
BBB,Ford,Blissful Block,15
BBB,Ford,Lost Fortress,12
BBB,Ford,Thwomp Swamp,3
BBB,Snowy,Mushroom Peaks,8
BBB,Snowy,Kinoko Cave,12
BBB,Snowy,Glimmer Express Trains,2
BBB,Snowy,Lava Lake,10
BBB,Snowy,GBA Ribbon Road,2
BBB,Snowy,The Great Apple War,15
BBB,Snowy,Sandstone Cliffs,8
BBB,Snowy,Hell Pyramid,6
BBB,Snowy,Canyon Run,2
BBB,Snowy,Blissful Block,10
BBB,Snowy,Lost Fortress,6
BBB,Snowy,Thwomp Swamp,10
BBB,Snoopy,Mushroom Peaks,2
BBB,Snoopy,Kinoko Cave,8
BBB,Snoopy,Glimmer Express Trains,10
BBB,Snoopy,Lava Lake,3
BBB,Snoopy,GBA Ribbon Road,3
BBB,Snoopy,The Great Apple War,10
BBB,Snoopy,Sandstone Cliffs,6
BBB,Snoopy,Hell Pyramid,4
BBB,Snoopy,Canyon Run,15
BBB,Snoopy,Blissful Block,8
BBB,Snoopy,Lost Fortress,2
BBB,Snoopy,Thwomp Swamp,2
BBB,Aidlo (bag),Mushroom Peaks,0
BBB,Aidlo,Kinoko Cave,2
BBB,Aidlo,Glimmer Express Trains,12
BBB,Aidlo,Lava Lake,8
BBB,Aidlo,GBA Ribbon Road,10
BBB,Aidlo,The Great Apple War,2
BBB,Aidlo,Sandstone Cliffs,15
BBB,Aidlo,Hell Pyramid,2
BBB,Aidlo,Canyon Run,12
BBB,Aidlo,Blissful Block,2
BBB,Aidlo,Lost Fortress,3
BBB,Aidlo,Thwomp Swamp,4
BBB,psycho,Mushroom Peaks,12
BBB,psycho (bag),Kinoko Cave,0
BBB,psycho (bag),Glimmer Express Trains,0
BBB,psycho (bag),Lava Lake,1
BBB,psycho (bag),GBA Ribbon Road,1
BBB,psycho (bag),The Great Apple War,0
BBB,psycho (bag),Sandstone Cliffs,1
BBB,psycho (bag),Hell Pyramid,0
BBB,psycho (bag),Canyon Run,1
BBB,psycho (bag),Blissful Block,1
BBB,psycho (bag),Lost Fortress,0
BBB,psycho (bag),Thwomp Swamp,1
sts,Loocas,Mushroom Peaks,4
sts,Loocas,Kinoko Cave,6
sts,Loocas,Glimmer Express Trains,3
sts,Loocas,Lava Lake,4
sts,Loocas,GBA Ribbon Road,12
sts,Loocas,The Great Apple War,8
sts,Loocas,Sandstone Cliffs,12
sts,Loocas,Hell Pyramid,15
sts,Loocas,Canyon Run,6
sts,Loocas,Blissful Block,12
sts,Loocas,Lost Fortress,8
sts,Loocas,Thwomp Swamp,12
sts,gakpo,Mushroom Peaks,3
sts,gakpo,Kinoko Cave,4
sts,gakpo,Glimmer Express Trains,15
sts,gakpo,Lava Lake,2
sts,gakpo,GBA Ribbon Road,8
sts,gakpo,The Great Apple War,4
sts,gakpo,Sandstone Cliffs,4
sts,gakpo,Hell Pyramid,12
sts,gakpo,Canyon Run,10
sts,gakpo,Blissful Block,6
sts,gakpo,Lost Fortress,15
sts,gakpo,Thwomp Swamp,15
sts,JP,Mushroom Peaks,15
sts,JP,Kinoko Cave,15
sts,JP,Glimmer Express Trains,4
sts,JP,Lava Lake,12
sts,JP,GBA Ribbon Road,4
sts,JP,The Great Apple War,6
sts,JP,Sandstone Cliffs,2
sts,JP,Hell Pyramid,3
sts,JP,Canyon Run,4
sts,JP,Blissful Block,3
sts,JP,Lost Fortress,10
sts,JP,Thwomp Swamp,8
sts,Bally,Mushroom Peaks,10
sts,Bally,Kinoko Cave,3
sts,Bally,Glimmer Express Trains,6
sts,Bally,Lava Lake,6
sts,Bally,GBA Ribbon Road,6
sts,Bally,The Great Apple War,3
sts,Bally,Sandstone Cliffs,10
sts,Bally,Hell Pyramid,10
sts,Bally,Canyon Run,8
sts,Bally,Blissful Block,4
sts,Bally,Lost Fortress,4
sts,Bally,Thwomp Swamp,6
sts,JC (bag),Mushroom Peaks,1
sts,JC (bag),Kinoko Cave,1
sts,JC (bag),Glimmer Express Trains,1
sts,JC (bag),Lava Lake,0
sts,JC (bag),GBA Ribbon Road,0
sts,JC (bag),The Great Apple War,1
sts,JC (bag),Sandstone Cliffs,0
sts,JC (bag),Hell Pyramid,1
sts,JC (bag),Canyon Run,0
sts,JC (bag),Blissful Block,0
sts,JC (bag),Lost Fortress,1
sts,JC (bag),Thwomp Swamp,0
Za,Sparkster,Tropical Factory,15
Za,Sparkster,Abandoned Boardwalk,12
Za,Sparkster,Obstagoon's Palace,15
Za,Sparkster,Bowser's Termination Station,4
Za,Sparkster,Skyline Avenue,12
Za,Sparkster,Final Grounds,15
Za,Sparkster,Festival Town,10
Za,Sparkster,Twin Peaks,12
Za,Sparkster,Crystal Dungeon,15
Za,Sparkster,DS Waluigi Pinball,12
Za,Sparkster,Castle of Time,3
Za,Sparkster,GBA Cheep-Cheep Island,10
Za,Trevor,Tropical Factory,6
Za,Trevor,Abandoned Boardwalk,15
Za,Trevor,Obstagoon's Palace,10
Za,Trevor,Bowser's Termination Station,6
Za,Trevor,Skyline Avenue,8
Za,Trevor,Final Grounds,2
Za,Trevor,Festival Town,6
Za,Trevor,Twin Peaks,2
Za,Trevor,Crystal Dungeon,12
Za,Trevor,DS Waluigi Pinball,8
Za,Trevor,Castle of Time,12
Za,Trevor,GBA Cheep-Cheep Island,2
Za,chris,Tropical Factory,8
Za,chris,Abandoned Boardwalk,4
Za,chris,Obstagoon's Palace,4
Za,chris,Bowser's Termination Station,8
Za,chris,Skyline Avenue,2
Za,chris,Final Grounds,10
Za,chris,Festival Town,8
Za,chris,Twin Peaks,8
Za,chris,Crystal Dungeon,3
Za,chris,DS Waluigi Pinball,10
Za,chris,Castle of Time,6
Za,chris,GBA Cheep-Cheep Island,4
Za,mike,Tropical Factory,2
Za,mike,Abandoned Boardwalk,3
Za,mike,Obstagoon's Palace,6
Za,mike,Bowser's Termination Station,2
Za,mike,Skyline Avenue,6
Za,mike,Final Grounds,4
Za,mike,Festival Town,4
Za,mike,Twin Peaks,15
Za,mike,Crystal Dungeon,2
Za,mike,DS Waluigi Pinball,4
Za,mike,Castle of Time,4
Za,mike,GBA Cheep-Cheep Island,15
Za,Striker (bag),Tropical Factory,0
Za,Striker (bag),Abandoned Boardwalk,1
Za,Striker (bag),Obstagoon's Palace,1
Za,Striker (bag),Bowser's Termination Station,0
Za,Striker (bag),Skyline Avenue,0
Za,Striker (bag),Final Grounds,1
Za,Striker (bag),Festival Town,0
Za,Striker (bag),Twin Peaks,1
Za,Striker (bag),Crystal Dungeon,0
Za,Striker (bag),DS Waluigi Pinball,1
Za,Striker (bag),Castle of Time,1
Za,Striker (bag),GBA Cheep-Cheep Island,1
Triton,James,Tropical Factory,10
Triton,James,Abandoned Boardwalk,10
Triton,James,Obstagoon's Palace,3
Triton,James,Bowser's Termination Station,12
Triton,James,Skyline Avenue,4
Triton,James,Final Grounds,12
Triton,James,Festival Town,12
Triton,James,Twin Peaks,10
Triton,James,Crystal Dungeon,10
Triton,James,DS Waluigi Pinball,2
Triton,James,Castle of Time,15
Triton,James,GBA Cheep-Cheep Island,6
Triton,ZachNY,Tropical Factory,3
Triton,ZachNY,Abandoned Boardwalk,2
Triton,ZachNY,Obstagoon's Palace,8
Triton,ZachNY,Bowser's Termination Station,3
Triton,ZachNY,Skyline Avenue,15
Triton,ZachNY,Final Grounds,6
Triton,ZachNY,Festival Town,15
Triton,ZachNY,Twin Peaks,4
Triton,ZachNY,Crystal Dungeon,6
Triton,ZachNY,DS Waluigi Pinball,3
Triton,ZachNY,Castle of Time,10
Triton,ZachNY,GBA Cheep-Cheep Island,12
Triton,JT,Tropical Factory,12
Triton,JT,Abandoned Boardwalk,8
Triton,JT,Obstagoon's Palace,12
Triton,JT,Bowser's Termination Station,10
Triton,JT,Skyline Avenue,10
Triton,JT,Final Grounds,3
Triton,JT,Festival Town,3
Triton,JT,Twin Peaks,6
Triton,JT,Crystal Dungeon,8
Triton,JT,DS Waluigi Pinball,6
Triton,JT,Castle of Time,2
Triton,JT,GBA Cheep-Cheep Island,3
Triton,Fernandez,Tropical Factory,4
Triton,Fernandez,Abandoned Boardwalk,6
Triton,Fernandez,Obstagoon's Palace,2
Triton,Fernandez,Bowser's Termination Station,15
Triton,Fernandez,Skyline Avenue,3
Triton,Fernandez,Final Grounds,8
Triton,Fernandez,Festival Town,2
Triton,Fernandez,Twin Peaks,3
Triton,Fernandez,Crystal Dungeon,4
Triton,Fernandez,DS Waluigi Pinball,15
Triton,Fernandez,Castle of Time,8
Triton,Fernandez,GBA Cheep-Cheep Island,8
Triton,Lochie (bag),Tropical Factory,1
Triton,Lochie (bag),Abandoned Boardwalk,0
Triton,Lochie (bag),Obstagoon's Palace,0
Triton,Lochie (bag),Bowser's Termination Station,1
Triton,Lochie (bag),Skyline Avenue,1
Triton,Lochie (bag),Final Grounds,0
Triton,Lochie (bag),Festival Town,1
Triton,Lochie (bag),Twin Peaks,0
Triton,Lochie (bag),Crystal Dungeon,1
Triton,Lochie (bag),DS Waluigi Pinball,0
Triton,Lochie (bag),Castle of Time,0
Triton,Lochie (bag),GBA Cheep-Cheep Island,0
Albatross,swig,Sandstone Cliffs,2
Albatross,swig,DS Wario Stadium,2
Albatross,swig,GBA Bowser Castle 2,12
Albatross,swig,3DS Daisy Hills,12
Albatross,swig,Color Wonderland,8
Albatross,swig,GBA Bowser Castle 4,8
Albatross,swig,Lost Fortress,10
Albatross,swig,Shy Guy Lumber Co.,3
Albatross,swig,Alpine Skyway,15
Albatross,swig,Blissful Block,3
Albatross,swig,Bowser Jr.'s Fort,15
Albatross,fan,Sandstone Cliffs,4
Albatross,fan,DS Wario Stadium,4
Albatross,fan,GBA Bowser Castle 2,10
Albatross,fan,3DS Daisy Hills,15
Albatross,fan,Color Wonderland,2
Albatross,fan,GBA Bowser Castle 4,10
Albatross,fan,Lost Fortress,3
Albatross,fan,Shy Guy Lumber Co.,10
Albatross,fan,Alpine Skyway,12
Albatross,fan,Blissful Block,8
Albatross,fan,Bowser Jr.'s Fort,8
Albatross,dr,Sandstone Cliffs,8
Albatross,dr,DS Wario Stadium,10
Albatross,dr,GBA Bowser Castle 2,2
Albatross,dr,3DS Daisy Hills,6
Albatross,dr,Color Wonderland,15
Albatross,dr,GBA Bowser Castle 4,2
Albatross,dr,Lost Fortress,8
Albatross,dr,Shy Guy Lumber Co.,15
Albatross,dr,Alpine Skyway,8
Albatross,dr,Blissful Block,10
Albatross,dr,Bowser Jr.'s Fort,4
Albatross,volumes,Sandstone Cliffs,3
Albatross,volumes,DS Wario Stadium,6
Albatross,volumes,GBA Bowser Castle 2,15
Albatross,volumes,3DS Daisy Hills,10
Albatross,volumes,Color Wonderland,12
Albatross,volumes,GBA Bowser Castle 4,3
Albatross,volumes,Lost Fortress,12
Albatross,volumes,Shy Guy Lumber Co.,4
Albatross,volumes,Alpine Skyway,3
Albatross,volumes,Blissful Block,4
Albatross,volumes,Bowser Jr.'s Fort,6
Albatross,ETH4N (bag),Sandstone Cliffs,1
Albatross,ETH4N (bag),DS Wario Stadium,1
Albatross,ETH4N (bag),GBA Bowser Castle 2,1
Albatross,ETH4N (bag),3DS Daisy Hills,1
Albatross,ETH4N (bag),Color Wonderland,1
Albatross,ETH4N (bag),GBA Bowser Castle 4,1
Albatross,ETH4N (bag),Lost Fortress,1
Albatross,ETH4N (bag),Shy Guy Lumber Co.,0
Albatross,ETH4N (bag),Alpine Skyway,1
Albatross,ETH4N (bag),Blissful Block,0
Albatross,ETH4N (bag),Bowser Jr.'s Fort,0
BBB,va,Sandstone Cliffs,12
BBB,va,DS Wario Stadium,15
BBB,va,GBA Bowser Castle 2,6
BBB,va,3DS Daisy Hills,2
BBB,va,Color Wonderland,6
BBB,va,GBA Bowser Castle 4,6
BBB,va,Lost Fortress,6
BBB,va,Shy Guy Lumber Co.,8
BBB,va,Alpine Skyway,6
BBB,va,Blissful Block,12
BBB,va,Bowser Jr.'s Fort,10
BBB,Snoopy,Sandstone Cliffs,6
BBB,Snoopy,DS Wario Stadium,3
BBB,Snoopy,GBA Bowser Castle 2,8
BBB,Snoopy,3DS Daisy Hills,8
BBB,Snoopy,Color Wonderland,4
BBB,Snoopy,GBA Bowser Castle 4,12
BBB,Snoopy,Lost Fortress,15
BBB,Snoopy,Shy Guy Lumber Co.,6
BBB,Snoopy,Alpine Skyway,2
BBB,Snoopy,Blissful Block,15
BBB,Snoopy,Bowser Jr.'s Fort,12
BBB,Ford,Sandstone Cliffs,15
BBB,Ford,DS Wario Stadium,8
